,cleaned_entity_name,entity_name,lei,isin,LEI
15881,Iranian Investment Petrochemical Group,Iranian Investment Petrochemical Group,,,
15882,Iranian Offshore Oil,Iranian Offshore Oil Company,,,
15883,Iranian Oil  UK,Iranian Oil Company (UK) Ltd,,,
15884,Iranian Sirjan Steel,Iranian Sirjan Steel Co,,,
15886,Iranian State Pension Fund,Iranian State Pension Fund,,,
15887,Iraq Drilling,Iraq Drilling Company,,,
15888,Iraqi Oil Exploration,Iraqi Oil Exploration Company,,,
15889,Iren Group,Iren Group,,,
15890,Irkutsk Oil,Irkutsk Oil Company,,,
15891,Irkutskenergo JSC,Irkutskenergo JSC,,,
15892,Iron Horse Midstream,Iron Horse Midstream,,,
15893,Iron Light,Iron Light,,,
15894,Iron Oil Operating,Iron Oil Operating,,,
15895,Ironroc Energy,Ironroc Energy,,,
15896,Ironside Energy,Ironside Energy LLC,,,
15897,Isatay Operating,Isatay Operating Company,,,
15898,Isatis Sponge Iron,Isatis Sponge Iron Co,,,
15900,Iservices Investment Limited,Iservices Investment Limited,,,
15901,Ishikari Bio Energy,Ishikari Bio Energy LLC,,,
15902,Iskenderun Enerji AŞ,Iskenderun Enerji AŞ,,,
15903,Islander Oil  Gas,Islander Oil & Gas Inc.,,,
15904,Israel Power Management,Israel Power Management,,,
15905,Issoufou,Issoufou,,,
15906,Istanbul Metropolitan Municipality,Istanbul Metropolitan Municipality,,,
15907,ItalGreen Energy,ItalGreen Energy,,,
15908,ItalianThai Development,Italian-Thai Development,,,
15909,ItalianThai Development PLC,Italian-Thai Development PLC,,,
15910,Ithaca Energy UK Limited,Ithaca Energy (UK) Limited,,,
15911,Itobe 1 Coal Power Plant,Itobe 1 Coal Power Plant Ltd,,,
15912,Itobe 2 Coal Power Plant,Itobe 2 Coal Power Plant Ltd,,,
15913,Itobe 3 Coal Power Plant,Itobe 3 Coal Power Plant Ltd,,,
15914,Itobe 4 Coal Power Plant,Itobe 4 Coal Power Plant Ltd,,,
15915,Itoigawa Power,Itoigawa Power Co,,,
15916,Ittefaq Power,Ittefaq Power Ltd,,,
15917,Itumbiara Bioenergia SA,Itumbiara Bioenergia SA,,,
15918,Ivinhema Energia Ltda,Ivinhema Energia Ltda,,,
15919,Izmir Termik Elektrik Üretim ve Ticaret AŞ,Izmir Termik Elektrik Üretim ve Ticaret AŞ,,,
15920,J  J Snyder,J & J Snyder Inc.,,,
15921,J  J Svonavec Excavating,J & J Svonavec Excavating,,,
15922,J  J Welker,J & J Welker,,,
15923,J C Coal,J C Coal,,,
15925,J J  W Coal,J J & W Coal,,,
15926,J W Construction,J W Construction,,,
15928,JF Investimentos SA,J&F Investimentos SA,,,
15929,JJ Welker,J&J Welker,,,
15930,JEnergy,J-Energy,,,
15931,JPOWER Holdings Thailand,J-POWER Holdings (Thailand),,,
15932,JPOWER USA Development,J-POWER USA Development Co Ltd,,,
15933,JPOWER Vietnam,J-POWER Vietnam,,,
15934,JPOWER Westmoreland,J-POWER Westmoreland LLC,,,
15935,JPower Australia Pty,J-Power Australia Pty Ltd,,,
15936,JPower USA Generation LP,J-Power USA Generation LP,,,
15937,JP Oil,J.P. Oil Company,,,
15938,JAG Kokusai Energy,JAG Kokusai Energy Co Ltd,,,
15939,JAKS Resources Bhd,JAKS Resources Bhd,,,
15940,JAPAN ARCTIC LNG,JAPAN ARCTIC LNG,,,
15941,JAS Infrastructure and Power,JAS Infrastructure and Power Ltd,,,
15942,JASLENE LIMITED,JASLENE LIMITED,,,
15943,JAZ,JAZ,,,
15944,JBS SA,JBS SA,,,
15945,JERA Global Markets,JERA Global Markets,,,
15946,JFE Engineering,JFE Engineering Corp,,,
15947,JFE Minerals Pty,JFE Minerals Pty Ltd,,,
15948,JFE Shoji,JFE Shoji Corp,,,
15949,JG Summit Holdings,JG Summit Holdings Inc,,,
15950,JK Organization,JK Organization,,,
15951,JK Paper,JK Paper Ltd,,,
15952,JMR Resources,"JMR Resources, LLC",,,
15953,JMS Mining Private,JMS Mining Private,,,
15954,JOD Holdings,JOD Holdings,,,
15955,JP PEU Resavica,JP PEU Resavica,,,
15956,JP RU Tusnica doo Livno,JP RU Tusnica d.o.o. Livno,,,
15957,JRC Mining,JRC Mining,,,
15960,JRL COAL,JRL COAL INC,,,
15961,JRL Coal,JRL Coal,,,
15965,JSC Astrakhan Oil and Gas,JSC Astrakhan Oil and Gas Company,,,
15966,JSC Macedonian Power Plants,JSC Macedonian Power Plants,,,
15967,JSC Messoyakhaneftegaz,JSC Messoyakhaneftegaz,,,
15968,JSC NK Kondaneft,JSC NK Kondaneft,,,
15969,JSC Nenets Oil,JSC Nenets Oil Company,,,
15970,JSC Oil and Gas  AFB,JSC Oil and Gas Company AFB,,,
15971,JSC Tomskneft VNK,JSC Tomskneft VNK,,,
15972,JSC Verkhnechonskneftegaz,JSC Verkhnechonskneftegaz,,,
15973,JSJK,JSJK Inc,,,
15974,JSPL Mozambique Minerais Ltda,JSPL Mozambique Minerais Ltda,,,
15975,JSW Cement Limited,JSW Cement Limited,,,
15976,JSW Energy Bengal,JSW Energy (Bengal) Ltd,,,
15977,JSW Infrastructure,JSW Infrastructure,,,
15978,JSW Projects,JSW Projects Ltd,,,
15979,JSW Shipping  Logistics Pvt,JSW Shipping & Logistics Pvt Ltd,,,
15980,JSW Steel Salav Limited,JSW Steel (Salav) Limited,,,
15981,JX Nippon,JX Nippon,,,
15982,JX Nippon Oil  Energy Corporation,JX Nippon Oil & Energy Corporation,,,
15983,JX Nippon Oil  Gas Exploration,JX Nippon Oil & Gas Exploration Corp.,,,
15984,JX Nippon Oil  Gas Exploration Corporation,JX Nippon Oil & Gas Exploration Corporation,,,
15985,Jababeka,Jababeka,,,
15986,Jacintoport International,Jacintoport International,,,
15987,Jackson EMC,Jackson EMC,,,
15988,Jadestone,Jadestone,,,
15989,Jagged Peak Energy,Jagged Peak Energy,,,
15990,Jaguar Energy Guatemala,Jaguar Energy Guatemala LLC,,,
15991,Jaguar Exploration  Production,Jaguar Exploration & Production,,,
15992,Jahan Profil Pars,Jahan Profil Pars Co,,,
15993,Jahrom Power Generation Development,Jahrom Power Generation Development Co,,,
15994,Jain Energy,Jain Energy,,,
15995,Jalalabad Electric Power,Jalalabad Electric Power Co,,,
15996,Jam Energy Development,Jam Energy Development Co,,,
15997,Jamaica Bay Peaking Facility,Jamaica Bay Peaking Facility LLC,,,
15998,Jamaica Energy Partners,Jamaica Energy Partners LLC,,,
15999,Jambi Prima Coal,Jambi Prima Coal,,,
16000,James C Justice Companies,James C Justice Companies Inc,,,
16001,James River Coal Service,James River Coal Service Company,,,
16002,Jameson Resources,Jameson Resources,,,
16003,Jamieson Construction,Jamieson Construction Company Inc,,,
16004,Jamnagar Utilities  Power Pvt,Jamnagar Utilities & Power Pvt Ltd,,,
16005,Jamrud Prima Citra,Jamrud Prima Citra,,,
16006,Jamshoro Power,Jamshoro Power Co Ltd,,,
16007,Jamuna Group,Jamuna Group,,,
16008,Jangkar Prima,Jangkar Prima,,,
16009,Japan Brazil Paper and Pulp Resources Development,Japan Brazil Paper and Pulp Resources Development Co Ltd,,,
16010,Japan Petroleum Exploration,"Japan Petroleum Exploration Co., Ltd.",,,
16011,Japan Vietnam Petroleum,Japan Vietnam Petroleum,,,
16012,Japex,Japex,,,
16013,Japex Gharaf,Japex Gharaf Ltd,,,
16014,Jari Celulose Papel e Embalagens SA,Jari Celulose Papel e Embalagens SA,,,
16015,Jarisa,Jarisa Inc.,,,
16016,Jarvis Coal,Jarvis Coal LLC,,,
16017,Jasa Andhika Raya,Jasa Andhika Raya,,,
16018,Jasa Mandiri Sejahtera,Jasa Mandiri Sejahtera,,,
16019,Jatubhut Holding,Jatubhut Holding Co Ltd,,,
16020,Javah Energy Holdings,Javah Energy Holdings Ltd,,,
16021,Javni Holding Ljubljana,Javni Holding Ljubljana,,,
16022,Jawa Pos Group,Jawa Pos Group,,,
16023,Jawaharlal Nehru Port Trust Maharashtra Maritime Board,"Jawaharlal Nehru Port Trust, Maharashtra Maritime Board",,,
16024,JayBee Oil  Gas,Jay-Bee Oil & Gas,,,
16025,Jaya Prima,Jaya Prima,,,
16026,Jaya Thermal Power,Jaya Thermal Power,,,
16027,Jaya Thermal Power India Pvt,Jaya Thermal Power (India) Pvt Ltd,,,
16028,Jean Coal,Jean Coal Co. LLC,,,
16030,JeddoHighland Coal,Jeddo-Highland Coal Company,,,
16031,Jembatan Dua Mandiri,Jembatan Dua Mandiri,,,
16032,Jembayan Muarabara,Jembayan Muarabara,,,
16033,Jeonju Power,Jeonju Power Co Ltd,,,
16034,Jericol Mining,Jericol Mining Inc,,,
16035,Jersey Oil and Gas,Jersey Oil and Gas,,,
16036,Jesse Creek Mining,Jesse Creek Mining LLC,,,
16037,Jet Coal,Jet Coal Co,,,
16039,Jett Contracting,Jett Contracting Co,,,
16040,Jetta Operating,Jetta Operating Company,,,
16041,Jetta Permian,Jetta Permian,,,
16042,Jhabua Power,Jhabua Power Ltd,,,
16043,Jhar Mineral Resources Pvt,Jhar Mineral Resources Pvt Ltd,,,
16044,Jharkhand State Electricity Board,Jharkhand State Electricity Board,,,
16045,Jharkhand State Mineral Development Corporation Limited,Jharkhand State Mineral Development Corporation Limited,,,
16046,Jharkhand State Mineral Development Corporation Limited JSMDCL,Jharkhand State Mineral Development Corporation Limited (JSMDCL),,,
16047,Jharkhand Vidyut Vikas Nigam,Jharkhand Vidyut Vikas Nigam Ltd,,,
16048,Jialing Power Generation Branch of Sichuan Electric Power,Jialing Power Generation Branch of Sichuan Electric Power Co,,,
16049,Jiangmei Guizhou Mining Group,Jiangmei Guizhou Mining Group Co Ltd,,,
16050,Jiangmen Public Energy Environmental Protection,Jiangmen Public Energy Environmental Protection Co Ltd,,,
16051,Jiangmen Xinhui District Oasis Environmental Protection,Jiangmen Xinhui District Oasis Environmental Protection Co Ltd,,,
16052,Jiangsu Daji Power Generation,Jiangsu Daji Power Generation Co Ltd,,,
16053,Jiangsu Electric Power Industry,Jiangsu Electric Power Industry,,,
16054,Jiangsu Guoxin Qingang Operation,Jiangsu Guoxin Qingang Operation Co. Ltd.,,,
16055,Jiangsu Guoxin Yancheng Power Plant,Jiangsu Guoxin Yancheng Power Plant Co Ltd,,,
16056,Jiangsu Hongbo Thermal Power,"Jiangsu Hongbo Thermal Power Co., Ltd. Co Ltd",,,
16057,Jiangsu Jintongling Fluid Machinery Technology,Jiangsu Jintongling Fluid Machinery Technology Co Ltd,,,
16058,Jiangsu Ligang Power,"Jiangsu Ligang Power Co., Ltd",,,
16059,Jiangsu Longyuan Steel,Jiangsu Longyuan Steel Co,,,
16061,Jiangsu Shagang Herun Energy Investment,Jiangsu Shagang Herun Energy Investment Company,,,
16062,Jiangsu Xingda Steel Group,Jiangsu Xingda Steel Group,,,
16063,Jiangsu Xukuang Energy  Zhangshuanglou Coal Mine,Jiangsu Xukuang Energy Company Zhangshuanglou Coal Mine,,,
16065,Jiangsu Zhongtian Technology,Jiangsu Zhongtian Technology Co Ltd,,,
16066,Jiangxi,Jiangxi,,,
16067,Jiangxi Coal Group Guizhou Mining,Jiangxi Coal Group Guizhou Mining Co Ltd,,,
16068,Jiangxi Coal Industry Group,Jiangxi Coal Industry Group Co Ltd,,,
16069,Jiangxi Shanli New Energy,Jiangxi Shanli New Energy Co Ltd,,,
16070,Jiangxi Yuanxing Iron and Steel,Jiangxi Yuanxing Iron and Steel Co Ltd,,,
16072,Jiangyin Sulong Heat and Power Generation,"Jiangyin Sulong Heat and Power Generation Co., Ltd",,,
16073,Jiangyin Zhoubei Thermoelectricity,"Jiangyin Zhoubei Thermoelectricity Co., Ltd. Co Ltd",,,
16074,Jianhui International Industrial,Jianhui International Industrial Co Ltd,,,
16075,Jianwei Liu,Jianwei Liu,,,
16076,Jianxin Huang,Jianxin Huang,,,
16077,Jiaozuo Coal Group Zhaogu,Jiaozuo Coal Group Zhaogu,,,
16078,Jiaxing Dejian Investment Partnership,Jiaxing Dejian Investment Partnership,,,
16079,Jie Yan,Jie Yan,,,
16080,Jigsaw Enterprises,Jigsaw Enterprises,,,
16083,Jilin Electric Power,Jilin Electric Power Co Ltd,,,
16084,Jilin Energy Investment Group,Jilin Energy Investment Group,,,
16085,Jilin Fiber,Jilin Fiber,,,
16086,Jilin Jiangyuan Coal Industry,Jilin Jiangyuan Coal Industry Company,,,
16087,Jilin Province Bowei Industrial,Jilin Province Bowei Industrial Company,,,
16088,Jilin Province Coal Industry Group,Jilin Province Coal Industry Group,,,
16089,Jilin Province Longjiabao Mining,Jilin Province Longjiabao Mining Company,,,
16090,Jilin Xingqi Group,Jilin Xingqi Group Co Ltd,,,
16091,Jilin Yinhe Investment Group,Jilin Yinhe Investment Group Co Ltd,,,
16092,Jimah East Power Sdn Bhd,Jimah East Power Sdn Bhd,,,
16093,Jimah OM Sdn Bhd,Jimah O&M Sdn Bhd,,,
16094,Jimah Teknik Sdn Bhd,Jimah Teknik Sdn Bhd,,,
16095,Jimsar Weiwei Energy Development,Jimsar Weiwei Energy Development Company,,,
16096,Jinan Energy Investment Holdings Group,Jinan Energy Investment Holdings Group Co Ltd,,,
16097,Jinan Luxinxinyuan Electrical Equipment,Jinan Luxinxinyuan Electrical Equipment Co Ltd,,,
16098,Jinan Shengquan Group,Jinan Shengquan Group Co Ltd,,,
16099,Jinan Thermoelectricity,Jinan Thermoelectricity Co Ltd,,,
16100,JinanAlmid Pvt,Jinan-Almid Pvt Ltd,,,
16101,Jinbhuvish Energy East Pvt,Jinbhuvish Energy (East) Pvt Ltd,,,
16102,Jinbhuvish Power Generations Pvt,Jinbhuvish Power Generations Pvt Ltd,,,
16103,Jincheng Industry Development Pte,Jincheng Industry Development Pte Ltd,,,
16104,Jincheng Zhongjia Coal Industry,Jincheng Zhongjia Coal Industry Company,,,
16105,Jincheng industry development Pte,Jincheng industry development Pte ltd,,,
16106,Jinchengtai Limited Liability  Of Chemical Industry of Ordos City,Jinchengtai Limited Liability Company Of Chemical Industry of Ordos City,,,
16108,Jindal Mining South Africa Pty,Jindal Mining South Africa Pty Ltd,,,
16109,Jindal Poly Investment  Finance,Jindal Poly Investment & Finance Company Ltd,,,
16110,Jinfa Energy,Jinfa Energy Co Ltd,,,
16111,Jingan,Jingan Corp,,,
16112,Jingbian County Jingxin Thermal Power,Jingbian County Jingxin Thermal Power Co Ltd,,,
16113,Jingdezhen Lekuang Coal Industry,Jingdezhen Lekuang Coal Industry Co Ltd,,,
16114,Jingmei Group Jingtai Coal Industry,Jingmei Group Jingtai Coal Industry Co Ltd,,,
16115,Jingneng Power,Jingneng Power,,,
16116,Jinguang Paper China Investment,Jinguang Paper (China) Investment Co Ltd,,,
16117,Jinguang Zhang,Jinguang Zhang,,,
16118,Jinhua Trading Integrated Energy,Jinhua Trading Integrated Energy Co Ltd,,,
16120,Jining Jinqiao Coal Mine,Jining Jinqiao Coal Mine,,,
16121,Jining MINING Industry Group   Xiaoyun Coal Mine,Jining MINING Industry Group Co Ltd Xiaoyun Coal Mine,,,
16122,Jining Mining Group Huayuan Minefield Resources Development,Jining Mining Group Huayuan Minefield Resources Development Co Ltd,,,
16123,Jining Rongda Equity Investment Management,Jining Rongda Equity Investment Management Co Ltd,,,
16124,Jinkaiyue Oriental Hotel Nanyang,"Jinkaiyue Oriental Hotel, Nanyang",,,
16125,Jinneng Coal Mine Group,Jinneng Coal Mine Group,,,
16127,Jinneng Holding Coal Industry Group Dongzhouyao Datong,Jinneng Holding Coal Industry Group Dongzhouyao Datong Company,,,
16128,Jinneng Holding Coal Industry Group Xuangang Coal and Electricity,Jinneng Holding Coal Industry Group Xuangang Coal and Electricity Company,,,
16130,Jinneng Holding Equipment Manufacturing Group,Jinneng Holding Equipment Manufacturing Group,,,
16132,Jinneng Holding Group Tongxin Coal Mine Shanxi,Jinneng Holding Group Tongxin Coal Mine Shanxi Company,,,
16133,Jinneng Holding Shanxi Coal Industry   Xinzhouyao Coal Mine,Jinneng Holding Shanxi Coal Industry Co Ltd Xinzhouyao Coal Mine,,,
16134,Jinneng Holdings Coal Industry Group Xinzhou Coal Transportation and Sales,Jinneng Holdings Coal Industry Group Xinzhou Coal Transportation and Sales Company,,,
16136,Jinzhong Jinliang Tianze Energy Technology  49,Jinzhong Jinliang Tianze Energy Technology Company 49%],,,
16137,Jinzhong Municipal Public Infrastructure Investment Holdings Group,Jinzhong Municipal Public Infrastructure Investment Holdings Group,,,
16138,Jinzhong Ruiteli EcoDevelopment,Jinzhong Ruiteli Eco-Development Company,,,
16139,Jinzhong Yuci Wujin Materials Trading,Jinzhong Yuci Wujin Materials Trading Company,,,
16140,Jinzhou Port,Jinzhou Port Co.,,,
16141,Jinzhou Solid Waste Management,Jinzhou Solid Waste Management Co Ltd,,,
16142,Jiuquan Haohai Coal Chemical,Jiuquan Haohai Coal Chemical Company,,,
16143,Jiuquan Iron  Steel Group,Jiuquan Iron & Steel Group,,,
16144,Jiuquan Iron and Steel Group,Jiuquan Iron and Steel (Group) CO LTD,,,
16146,Jiutai Energy,Jiutai Energy,,,
16147,Jizhong Energy,Jizhong Energy Co Ltd,,,
16148,Jizhong Energy   Handan Branch,Jizhong Energy Co Ltd Handan Branch,,,
16149,Jizhong Energy  Handan Yunjialing Coal Mine,Jizhong Energy Company Handan Yunjialing Coal Mine,,,
16150,Jizhong Energy  Xingdong Coal Mine,Jizhong Energy Company Xingdong Coal Mine,,,
16151,Jizhong Energy Fengfeng Group,Jizhong Energy Fengfeng Group,,,
16153,Jizhong Energy Fengfeng Group Dashe Coal Mine,Jizhong Energy Fengfeng Group Dashe Coal Mine,,,
16154,Jizhong Energy Fengfeng Group Dashucun Coal Mine,Jizhong Energy Fengfeng Group Dashucun Coal Mine,,,
16155,Jizhong Energy Fengfeng Group Handan Baofeng Mining  Jiulong Coal Mine,Jizhong Energy Fengfeng Group Handan Baofeng Mining Company Jiulong Coal Mine,,,
16156,Jizhong Energy Fengfeng Group Xinan Coal Mine,Jizhong Energy Fengfeng Group Xin'an Coal Mine,,,
16157,Jizhong Energy Fengfeng Group Xintun Mine,Jizhong Energy Fengfeng Group Xintun Mine,,,
16158,Jizhong Energy Fengfeng Group Yangdong Coal Mine,Jizhong Energy Fengfeng Group Yangdong Coal Mine,,,
16160,Jizhong Energy Handan Mining Group Guoerzhuang Coal Mine,Jizhong Energy Handan Mining Group Guoerzhuang Coal Mine,,,
16161,Jizhong Energy Handan Mining Group Julong Mining,Jizhong Energy Handan Mining Group Julong Mining Co Ltd,,,
16163,Jizhong Energy Resources CompanyDongpang Coal Mine,Jizhong Energy Resources CompanyDongpang Coal Mine,,,
16164,Jizhong Energy Resources CompanyGequan Coal Mine,Jizhong Energy Resources CompanyGequan Coal Mine,,,
16165,Jizhong Energy Resources CompanyGequan Coal Mine East Well,Jizhong Energy Resources CompanyGequan Coal Mine East Well,,,
16166,Jizhong Energy Resources CompanyZhangcun Coal Mine,Jizhong Energy Resources CompanyZhangcun Coal Mine,,,
16167,Joban Joint Power,Joban Joint Power Co Ltd,,,
16168,Joe Kuperavage Coal,Joe Kuperavage Coal Co,,,
16169,Joe Singh Group,Joe Singh Group,,,
16170,John Hancock Life Insurance,John Hancock Life Insurance,,,
16171,John L Foieri,John L Foieri,,,
16172,John Shingara,John Shingara,,,
16173,Johor Sultan,Johor Sultan,,,
16174,Joint Operating  of Absheron Petroleum,Joint Operating Company of Absheron Petroleum,,,
16175,Joint Resources,Joint Resources Company,,,
16176,JointStock  Sovereign Wealth Fund Samruk Kazyna,Joint-Stock Company “Sovereign Wealth Fund “Samruk Kazyna”,,,
16177,Jonah Energy,Jonah Energy,,,
16178,Jones Energy,Jones Energy,,,
16179,Jones Energy Holdings,Jones Energy Holdings,,,
16180,Jordan Construction,Jordan Construction,,,
16181,Jorge Pablo Brito,Jorge Pablo Brito,,,
16182,Joseph Kuperavage Coal,Joseph Kuperavage Coal Co,,,
16183,Joshua Coal,Joshua Coal Co,,,
16184,Jsw Steel Italy Piombino SpA,Jsw Steel Italy Piombino SpA,,,
16185,Jsw Steel USA Ohio,Jsw Steel USA Ohio Inc,,,
16186,Jubilant Bhartia Group,Jubilant Bhartia Group,,,
16187,Jubilant Oil  Gas Private Limited,Jubilant Oil & Gas Private Limited,,,
16188,Jun Wei Development,Jun Wei Development Co Ltd,,,
16189,Juncia de Cogeneracion,Juncia de Cogeneracion,,,
16190,Jungar Banner Chuanfa Coal,Jungar Banner Chuanfa Coal Co Ltd,,,
16191,Jungar Banner Chuanzhang Town Shigetu Coal,Jungar Banner Chuanzhang Town Shigetu Coal Company,,,
16192,Jungar Banner Gongjia Buerdong Coal,Jungar Banner Gongjia Bu'erdong Coal Company,,,
16193,Jungar Banner Gongjiata Baopingwan Coal,Jungar Banner Gongjiata Baopingwan Coal Company,,,
16194,Jungar Banner Guangyu Coal Mine,Jungar Banner Guangyu Coal Mine Co Ltd,,,
16195,Jungar Banner Hongxin Nahugou Coal,Jungar Banner Hongxin Nahugou Coal Company,,,
16196,Jungar Banner Huafu Coal,Jungar Banner Huafu Coal Company,,,
16197,Jungar Banner Jingfu Coal,Jungar Banner Jingfu Coal Co Ltd,,,
16198,Jungar Banner Juxin Coal Coke,Jungar Banner Juxin Coal Coke Co Ltd,,,
16199,Jungar Banner Rongxiang Coal Coking  Shanbula Coal Mine,Jungar Banner Rongxiang Coal Coking Company Shanbula Coal Mine,,,
16200,Jungar Banner Shangui Coal,Jungar Banner Shangui Coal Co Ltd,,,
16201,Jungar Banner Shenshan Coal,Jungar Banner Shenshan Coal Company,,,
16202,Jungar Banner Shenshan Coal  Wulanhada Coal Mine,Jungar Banner Shenshan Coal Company Wulanhada Coal Mine,,,
16203,Jungar Banner Shentao Coal Transportation and Marketing,Jungar Banner Shentao Coal Transportation and Marketing Company,,,
16204,Jungar Banner Shentao Coal Transportation and Marketing  Yingshahao Coal Mine,Jungar Banner Shentao Coal Transportation and Marketing Company Yingshahao Coal Mine,,,
16205,Jungar Banner Shilian Coal,Jungar Banner Shilian Coal Co Ltd,,,
16206,Jungar Banner Xiliang Coal,Jungar Banner Xiliang Coal Co Ltd,,,
16207,Jungar Banner Xizhao Zhongxing Coal Mine,Jungar Banner Xizhao Zhongxing Coal Mine Co Ltd,,,
16208,Jungar Banner Yangjiaqu Coal,Jungar Banner Yangjiaqu Coal Co Ltd,,,
16209,Jungar Banner Yangshita Township Wulasu Coal,Jungar Banner Yangshita Township Wulasu Coal Co Ltd,,,
16210,Jungar Banner Yunfei Mining Industry,Jungar Banner Yunfei Mining Industry Company,,,
16211,Jungar Banner Yunkai Coal,Jungar Banner Yunkai Coal Company,,,
16212,Jungar Banner Zhaoerchengqu Coal,Jungar Banner Zhaoerchengqu Coal Co Ltd,,,
16213,Jungar Banner Zhaofu Coal,Jungar Banner Zhaofu Coal Company,,,
16214,Jungar Banner Zhunlian Coal,Jungar Banner Zhunlian Coal Company,,,
16215,Jungar Banner Zhuozheng Coal Mine,Jungar Banner Zhuozheng Coal Mine Co Ltd,,,
16216,Jungar Jingwei Coal Industry,Jungar Jingwei Coal Industry Company,,,
16217,Jungar Yaogouxiang Tingziyan Coal Minging,Jungar Yaogouxiang Tingziyan Coal Minging Company,,,
16218,Junggar Juli Cultivation,Junggar Juli Cultivation Company,,,
16219,Junior Coal Contracting,Junior Coal Contracting,,,
16220,Juno Operating,Juno Operating Company,,,
16221,Junshan Bai,Junshan Bai,,,
16222,Jupally Real Estate Developers Pvt,Jupally Real Estate Developers Pvt Ltd,,,
16223,Jurassic Energy,Jurassic Energy Inc,,,
16224,Justice Energy,Justice Energy Co,,,
16225,Justice Highwall Mining,Justice Highwall Mining,,,
16226,Justice Low Seam Mining,Justice Low Seam Mining,,,
16228,Juye Liwei Investment,Juye Liwei Investment Company,,,
16229,Jämtkraft AB,Jämtkraft AB,,,
16230,Jönköping Energy,Jönköping Energy,,,
16231,K  A Mining,K & A Mining,,,
16232,K B Coal,K B Coal Inc,,,
16233,K K Coal,K K Coal,,,
16234,KS AG,K+S AG,,,
16235,KElectric,K-Electric,,,
16236,K D Crain  Sons,"K. D. Crain & Sons, Inc.",,,
16237,KD Crain  Sons,"K.D. Crain & Sons, Inc.",,,
16238,KAILUAN,KAILUAN,,,
16239,KAMO Electric Cooperative,KAMO Electric Cooperative Inc,,,
16240,KAR Group,KAR Group,,,
16241,KAR Power,KAR Power,,,
16242,KCR Enterprise LLP,KCR Enterprise LLP,,,
16243,KEN electricity,KEN electricity company,,,
16244,KEPCO,KEPCO,,,
16245,KEPCO Bylong Australia,KEPCO Bylong Australia,,,
16246,KEPCO Energy Resources,KEPCO Energy Resources Ltd,,,
16247,KEPCO Shanxi International,KEPCO Shanxi International,,,
16248,KEPCO Woori sprott Global Prive,KEPCO Woori sprott Global Prive,,,
16249,KEVRZ,KEVRZ LLC,,,
16250,KGHM,KGHM,,,
16251,KGHM Cuprum,KGHM Cuprum,,,
16252,KGHM Cuprum SP zoo,KGHM Cuprum SP zoo,,,
16253,KGP PHV Vodokanal of Ridder Municipality,KGP PHV Vodokanal of Ridder Municipality,,,
16254,KI Next SP zoo,KI Next SP zoo,,,
16255,KJ Energy,KJ Energy,,,
16256,KLK Enerji Üretim AŞ,KLK Enerji Üretim A.Ş.,,,
16258,KN Invest,KN Invest LLC,,,
16259,KNOTT COUNTY COAL,KNOTT COUNTY COAL LLC,,,
16260,KORES,KORES,,,
16261,KOSPO USA,KOSPO USA,,,
16262,KOW MINING,KOW MINING LLC,,,
16263,KPK Economic Zones Development and Management,KPK Economic Zones Development and Management Co,,,
16264,KSK Energy Ventures,KSK Energy Ventures Ltd,,,
16265,KST Energy Development JV,KST Energy Development JV,,,
16266,KTG AG,KTG AG,,,
16267,KTG Zenica,KTG Zenica,,,
16268,KU Thermal Power Pvt,KU Thermal Power Pvt Ltd,,,
16269,KUD Gajah Mada,KUD Gajah Mada,,,
16270,KUFPEC Norway AS,KUFPEC Norway AS,,,
16271,KVK Energy  Infrastructure Pvt,KVK Energy & Infrastructure Pvt Ltd,,,
16272,KVK Nilachal Power Pvt,KVK Nilachal Power Pvt Ltd,,,
16273,KWK MurckiStaszic Branch,KWK Murcki-Staszic Branch,,,
16274,KWK Ruda Branch,KWK Ruda Branch,,,
16275,KWK Sośnica Branch,KWK Sośnica Branch,,,
16276,KYZ Energy,KYZ Energy LLC,,,
16277,Kaidi Sunshine Bioenergy Investment,Kaidi Sunshine Bioenergy Investment Co Ltd,,,
16278,Kaifeng Jinghua Power Generation,Kaifeng Jinghua Power Generation Co Ltd,,,
16280,Kailuan Group,Kailuan Group,,,
16282,Kailuan Group Yuzhou Mining  Shanhou Coal Mine,Kailuan Group Yuzhou Mining Company Shanhou Coal Mine,,,
16283,Kailuan Kuqa High Tech Energy,Kailuan Kuqa High Tech Energy Company,,,
16284,Kaiser Francis Oil,Kaiser Francis Oil Co,,,
16285,KaiserFrancis Oil,Kaiser-Francis Oil Company,,,
16286,Kaita Biomass Power,Kaita Biomass Power Co Ltd,,,
16287,Kaiyuan Zhao,Kaiyuan Zhao,,,
16288,Kaizen Power,Kaizen Power Ltd,,,
16289,Kakinada Seaport,Kakinada Seaport,,,
16290,Kakinada Seaports Bothra Group,"Kakinada Seaports, Bothra Group",,,
16291,Kakira Sugar,Kakira Sugar Ltd,,,
16292,Kalaeloa Partners LP,Kalaeloa Partners LP,,,
16293,Kaler Energy,Kaler Energy Corp.,,,
16294,Kalimantan Energi Lestari,Kalimantan Energi Lestari,,,
16295,Kalinga Energy and Power,Kalinga Energy and Power Ltd,,,
16296,KaliningradEnergoInvest,KaliningradEnergoInvest LLC,,,
16297,Kalmar Energi,Kalmar Energi,,,
16298,Kalteng Energi,Kalteng Energi,,,
